person_id, female, race, evntgoal, frqdates, frqsocl, sdbefore, height, weight, hairclr, plysprt, wtchsprt, bdybuild, dining, museum, art, hiking, videogam, dancing, reading, tv, theatre, movies, concerts, music, shopping, yoga, samerace, ss1atrct, ss1sincr, ss1intel, ss1funny, ss1ambit, ss1wlthy, ss1court, os1atrct, os1sincr, os1intel, os1funny, os1ambit, os1wlthy, os1court, sd1atrct, sd1sincr, sd1intel, sd1funny, sd1ambit, sd1shrd, sd1wlthy, sd1court, od1atrct, od1sincr, od1intel, od1funny, od1ambit, od1shrd, od1wlthy, od1court, fd1atrct, fd1sincr, fd1intel, fd1funny, fd1ambit, fd1shrd, fd1wlthy, fd1court, Subject, UnderStat, ForeignBorn
113,-0.938,0.565,-0.338,1.206,1.478,-0.489,-0.257,-0.378,-0.899,0.892,1.034,0.702,0.659,0.104,0.227,0.175,1.751,0.365,0.237,1.498,0.184,0.771,0.579,0.201,1.095,0.631,0.442,-0.074,0.331,0.537,0.45,0.394,1.424,0.159,0.019,0.43,0.416,0.434,0.211,1.31,0.184,1.014,-1.002,2.261,0.641,-1.328,-0.803,-0.824,-1.576,-0.909,-0.061,1.135,0.984,0.442,-0.356,-0.164,-0.156,0.619,-0.708,1.11,0.396,-1.221,0.963,-1.281,-1.351,-0.997,0.526,-0.569
114,-0.938,-0.715,0.338,0.45,0.656,-0.489,0.892,1.295,1.232,1.26,-1.458,0.702,0.659,0.104,0.227,0.657,-1.012,1.171,1.322,-0.178,0.184,1.329,0.029,0.7,-0.565,-0.261,-0.92,0.696,1.09,0.537,0.45,1.467,-0.708,1.313,0.727,0.43,1.249,-0.882,1.281,-0.889,0.723,3.167,-1.346,-1.273,-1.748,-1.144,0.967,-0.824,-1.057,2.286,-1.279,-1.509,-1.652,-1.228,2.1,-0.437,-1.445,3.204,-0.708,-0.49,-1.645,-1.221,-1.115,-1.281,-1.351,0.056,-0.259,1.757
115,-0.938,-0.715,0.338,-0.305,-0.166,-0.489,0.892,-0.006,-0.189,0.156,-1.102,0.702,0.659,-1.439,-1.627,0.657,-1.012,1.171,-1.391,0.241,-0.726,0.214,-0.521,-0.297,-0.565,1.077,-0.92,0.696,-0.428,0.537,0.45,-0.143,-1.134,-0.417,0.727,-0.211,0.416,0.434,0.746,-0.449,0.184,3.167,-0.657,-2.009,-0.404,-1.328,-0.449,-0.824,-0.71,0.156,0.7,-0.257,-0.404,-0.393,0.258,-0.437,0.339,2.558,-0.708,-1.29,-0.965,-0.385,-1.115,-1.281,-0.38,-0.997,1.31,1.757
116,-0.938,-0.715,-1.014,0.45,3.121,0.994,1.467,1.481,-0.189,1.26,1.39,0.702,-1.95,-1.954,-2.554,1.622,1.357,-1.652,1.322,0.66,-2.09,-0.902,-1.071,-1.293,0.265,-0.707,-0.239,-0.843,-1.187,-2.073,-2.572,0.931,-1.134,-2.147,-1.398,-0.211,-2.082,-3.514,0.211,-1.329,0.184,0.683,-0.657,0.2,-0.404,1.429,-0.449,-0.824,-0.71,-0.554,-0.061,-0.257,2.372,-1.228,-0.97,1.752,-1.644,-0.35,-0.708,-0.49,1.076,0.452,0.27,1.006,-1.351,0.056,-0.259,-0.569
117,-0.938,-0.715,0.338,1.206,2.3,-0.489,0.605,1.481,-0.899,1.26,1.745,0.702,0.659,-0.41,-0.7,0.175,0.567,-0.039,-0.306,1.079,-0.271,1.329,0.029,-0.297,-0.565,0.185,-0.92,0.696,1.09,0.537,-1.817,-1.216,-1.134,1.313,0.019,1.071,1.249,-0.882,-0.324,-1.329,1.262,-0.559,2.098,-1.273,0.342,-1.328,-0.449,-0.824,1.888,-1.264,1.462,0.439,0.29,0.442,0.258,-0.437,0.339,-0.673,0.152,-0.49,-0.285,0.452,0.963,0.244,0.591,0.583,-1.043,-0.569
118,-0.938,-0.715,0.338,1.206,2.3,0.994,2.903,0.737,1.942,1.26,1.39,0.279,-1.95,-1.439,-1.164,-0.308,1.751,-2.055,-0.849,1.079,-1.18,-0.902,0.029,-0.297,-0.98,-0.707,1.463,-1.613,0.331,1.407,-1.817,-2.826,0.145,0.736,-1.398,-0.211,1.249,-1.54,0.211,0.43,0.184,0.683,0.72,-0.537,1.088,-1.328,-0.449,-0.824,-0.71,1.576,-1.584,-1.648,2.372,0.442,-1.584,0.11,-1.644,1.266,-1.567,-2.09,2.436,-1.221,0.963,-1.281,-1.351,-0.997,-0.259,-0.569
119,-0.938,0.565,-0.338,0.45,1.478,-0.489,0.031,-0.006,-0.899,1.26,-0.39,0.702,0.007,0.618,1.154,1.14,0.172,-0.442,0.237,0.66,0.639,0.214,0.029,0.7,0.265,1.523,-0.579,-0.074,0.331,-0.333,-0.305,0.394,-1.134,0.736,0.019,1.071,0.416,-0.882,-0.324,-1.769,1.262,-0.145,-0.657,0.2,-1.15,0.51,0.967,0.531,0.156,-0.554,0.7,1.135,-1.097,0.442,0.872,-0.437,-0.652,-0.673,0.152,1.11,-0.965,0.452,0.963,-0.518,0.591,-0.997,0.526,-0.569
200,-0.938,-0.715,-0.338,1.206,3.121,-0.489,0.031,1.109,-0.189,-0.947,-0.746,0.702,0.659,0.104,0.227,-0.308,1.357,-0.845,-0.849,1.079,1.093,0.771,0.579,-0.795,0.68,0.631,0.782,-0.074,0.331,-0.333,0.45,-0.143,-0.281,-0.994,0.727,0.43,0.416,0.434,-0.859,-0.009,-0.895,0.269,0.032,-1.42,-0.553,-0.409,-0.166,-0.824,2.754,0.156,-0.518,-0.952,-0.404,2.113,-0.356,0.11,-0.057,-0.673,0.152,0.31,0.124,0.117,0.963,-0.671,0.591,-0.997,-1.827,-0.569
201,-0.938,-0.715,-1.014,-1.817,-0.988,-0.489,1.18,1.109,-0.189,1.26,0.678,-0.567,-0.645,-2.983,-2.091,0.175,0.962,0.768,0.237,-1.436,-2.544,0.771,-1.071,0.7,-0.565,-1.599,1.803,-0.074,1.09,-0.333,-1.061,-0.143,1.851,-0.994,-0.69,0.43,-1.249,1.75,-1.929,1.31,-3.053,0.683,-0.657,-1.273,1.088,-1.328,2.383,-0.824,-0.537,-0.554,-0.061,-0.257,2.372,-1.228,2.1,-0.984,-1.644,-0.027,-1.567,-0.49,1.076,-1.221,2.349,0.244,-1.351,-0.997,1.31,1.757
203,-0.938,-0.715,-1.014,1.206,-0.166,-0.489,1.18,1.853,1.942,0.524,-0.746,0.279,0.659,1.647,1.154,-2.238,1.751,0.365,0.237,-0.178,-0.271,-0.344,0.579,0.7,1.095,-0.707,-0.92,-0.843,-0.428,-1.203,0.45,-1.216,-1.134,-0.417,0.019,-0.211,-0.416,1.092,-0.859,-0.449,-0.356,-0.725,0.032,-0.537,0.342,0.143,0.259,1.073,0.848,-0.909,-0.061,-0.117,0.152,1.111,-0.233,0.548,0.538,-0.996,0.152,-0.33,0.26,1.121,-0.284,0.854,0.785,-0.997,1.31,-0.569
204,-0.938,-0.715,-1.014,0.45,0.656,-0.489,0.031,0.552,1.942,0.524,0.322,0.702,-0.645,0.104,-1.164,-0.308,0.567,-1.248,-0.849,-1.017,0.184,-0.344,-0.521,-1.293,-0.565,-0.707,0.782,-0.074,-1.187,-0.333,-1.061,0.394,0.572,-0.417,-0.69,-0.852,-0.416,-0.224,0.211,0.43,-0.895,-0.642,-0.657,-0.389,0.641,0.143,0.401,1.073,0.502,-1.335,-0.366,0.439,0.568,1.278,0.258,0.548,-0.256,-0.673,-0.364,0.15,0.396,0.284,0.686,0.244,0.008,-0.997,0.526,-0.569
205,-0.938,-0.715,-1.014,-0.305,-0.166,-0.489,0.605,0.923,-0.189,-1.682,-1.458,-1.413,0.659,0.104,0.227,1.14,2.541,0.768,-0.306,-0.598,-0.726,0.214,0.029,0.201,0.265,0.185,-0.579,-0.074,-0.428,-1.203,-0.305,0.394,0.572,0.736,-0.69,-0.852,-0.416,-0.224,-1.394,0.87,0.184,-0.311,0.032,0.2,0.342,0.143,-0.166,0.531,-0.364,-1.051,1.005,0.439,0.707,0.108,-0.111,0.11,-0.256,-0.802,0.152,0.31,-0.012,0.452,0.27,0.244,0.591,1.636,0.526,-0.569
206,-0.938,-0.715,1.014,0.45,2.3,3.958,-0.831,-0.936,0.521,-0.211,1.745,-0.144,1.311,-0.925,-0.7,-0.308,0.172,-0.845,0.237,-0.598,-0.726,0.214,0.029,-0.297,-0.565,-0.261,-0.92,-0.843,0.331,0.537,1.206,0.394,1.424,0.159,-1.398,0.43,0.416,1.092,0.211,1.31,0.184,0.683,0.032,0.936,0.342,-0.409,-1.157,-0.011,-1.23,0.156,-0.061,-0.257,-0.404,0.442,-0.356,0.11,0.339,1.266,-0.708,0.31,-0.285,-0.887,-0.7,-0.518,-0.38,-0.997,0.526,-0.569
207,-0.938,-0.715,-0.338,-0.305,-0.166,2.476,0.892,0.923,-0.189,1.26,1.034,-0.567,-0.645,-0.41,-1.164,1.14,0.172,-0.845,0.237,0.241,-1.18,0.214,1.129,0.7,-1.81,-0.707,-0.239,-0.074,-0.428,0.537,1.206,-0.143,0.145,-0.417,0.019,-0.852,0.416,0.434,0.746,-0.449,-0.356,-0.394,-0.52,0.347,0.939,-0.225,-0.024,0.26,-0.018,-0.625,0.091,0.718,1.123,-0.059,-0.479,-0.656,0.934,-0.802,0.495,0.79,0.804,0.452,-0.145,-0.976,0.591,-0.997,0.526,-0.569
208,-0.938,-0.715,-0.338,-1.061,-0.988,-0.489,0.892,0.737,1.942,1.26,0.322,0.702,0.659,0.104,0.227,0.175,-0.617,0.365,0.237,0.241,1.093,0.214,1.129,0.7,0.265,-0.261,-0.239,0.696,0.331,0.537,-1.061,0.394,0.572,0.736,0.727,0.43,0.416,-0.224,0.211,0.87,0.723,1.511,-0.657,0.2,-0.404,-1.328,-0.449,-0.824,0.156,0.156,-0.061,1.135,-0.404,-0.393,-0.356,-0.437,0.339,-0.027,0.152,0.31,-0.285,-0.385,-0.423,0.244,0.591,-0.471,1.31,1.757
209,-0.938,-0.715,-1.014,-1.061,0.656,-0.489,0.605,0.923,-0.189,-0.579,-0.746,-0.144,-1.297,0.104,0.69,1.14,0.962,-1.248,-0.849,-0.178,0.639,-0.344,-1.621,-0.795,-1.395,1.077,-0.92,-0.074,-0.428,-1.203,-0.305,-0.679,-1.56,-0.417,0.019,-0.211,-1.249,-0.224,-0.859,-0.449,-0.356,-0.145,0.72,0.2,1.088,-1.328,-1.865,-0.824,1.888,-0.554,-0.061,-0.257,0.984,0.442,-0.356,0.11,0.339,0.619,0.152,-0.49,-0.285,0.452,-1.808,-1.281,2.532,-0.997,-0.259,-0.569
211,-0.938,1.844,0.338,1.206,-0.166,0.994,1.467,0.737,-0.899,-1.315,-0.746,-1.836,0.659,-2.468,-2.091,-0.791,0.567,-0.039,-0.306,1.079,0.639,0.771,1.129,0.7,-0.15,-0.707,-0.92,-1.613,0.331,-0.333,0.45,-0.143,-1.134,-0.417,-1.398,-0.211,0.416,1.092,0.211,-1.329,-0.895,0.683,0.72,-1.273,1.088,-1.328,0.967,-0.824,-1.576,0.156,2.984,1.135,0.984,-1.228,-1.584,-0.984,-1.644,1.266,-1.567,2.711,-1.645,-1.221,-1.808,1.769,-1.351,-0.471,1.31,1.757
